id,p_id,week,mins,start,pos,n_goal,p_goal,p_miss,sht_on,sht_off,sht_post,fld,fld_p,off,ast,key,own,ylw,ylw2,red,fl,fl_p,tck,intr,head,blk,clr,n_con,p_con,o_con,p_sav,c_sav,pn_sav
2080,56916,7,90,TRUE,MC,1,0,0,2,0,0,4,0,0,1,2,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0
2081,56901,7,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,56886,7,75,TRUE,DMC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0
2083,56871,7,15,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2084,56856,7,85,TRUE,FW,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,4,0,0,0,5,0,1,0,0,0,0,0,0
2085,56841,7,54,TRUE,MC,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0
2086,56826,7,5,FALSE,Sub,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2087,56811,7,77,TRUE,AMR,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0
2088,56796,7,90,TRUE,DC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,1,2,0,6,0,0,0,0,0,0
2089,56781,7,90,TRUE,DR,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
2090,56751,7,90,TRUE,DR,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,3,1,3,0,2,0,0,0,0,0,0
2091,56736,7,85,TRUE,AMC,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2092,56721,7,90,TRUE,DC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,7,0,0,0,0,0,0
2093,56706,7,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,56691,7,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,56676,7,90,TRUE,DL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0
2096,56661,7,45,FALSE,Sub,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2097,56646,7,90,TRUE,DMC,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,1,2,0,0,3,0,0,0,0,0,0
2098,56631,7,90,TRUE,DL,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,3,2,1,0,4,0,0,0,0,0,0
2099,56616,7,60,TRUE,MC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,2,0,0,0,0,0,0
2100,56601,7,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,56586,7,90,TRUE,MC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
2102,56571,7,19,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,56541,7,90,TRUE,AMC,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2104,56526,7,68,TRUE,DMC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,2,0,0,0,0,0,0
2105,56511,7,77,TRUE,AML,1,0,0,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2106,56496,7,90,TRUE,DR,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0
2107,56481,7,90,TRUE,DR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0
2108,56466,7,69,TRUE,FW,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0
2109,56421,7,85,TRUE,MC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,5,3,0,3,0,0,0,0,0,0
2110,56406,7,90,TRUE,MC,0,0,0,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
2111,56391,7,21,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0
2112,56346,7,90,TRUE,AMC,0,0,0,3,1,0,1,0,0,2,3,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0
2113,56331,7,45,FALSE,Sub,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
2114,56316,7,90,TRUE,FW,0,0,0,1,3,0,2,0,2,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0
2115,56301,7,90,TRUE,GK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0
2116,56286,7,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0
2117,56271,7,13,FALSE,Sub,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,56256,7,90,TRUE,DC,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,2,2,11,0,0,0,0,0,0
2119,56241,7,45,TRUE,MC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,0,2,0,0,0,0,0,0
2120,56226,7,45,FALSE,Sub,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,56211,7,80,TRUE,MC,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2122,56196,7,90,TRUE,AML,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0
2123,56181,7,73,FALSE,Sub,0,0,0,3,0,0,2,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0
2124,56166,7,45,FALSE,Sub,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
2125,56136,7,90,TRUE,MC,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0
2126,56121,7,68,TRUE,AML,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,3,1,0,0,2,0,0,0,0,0,0
2127,56106,7,22,FALSE,Sub,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2128,56091,7,90,TRUE,FW,1,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
2129,56076,7,90,TRUE,DR,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,2,0,1,0,0,0,0,0,0
2130,56061,7,64,TRUE,MR,0,0,0,1,0,0,3,0,0,0,1,0,1,0,0,3,0,2,2,0,1,0,0,0,0,0,0,0
2131,56046,7,90,TRUE,AMR,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,56031,7,90,TRUE,DMC,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0
2133,56016,7,34,FALSE,Sub,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2134,56001,7,56,TRUE,AMC,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2135,55986,7,90,TRUE,DL,0,0,0,1,0,0,3,0,1,0,2,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0
2136,55971,7,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137,55956,7,5,FALSE,Sub,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,55941,7,90,TRUE,FWR,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2,2,4,1,1,0,0,0,0,0,0
2139,55926,7,90,TRUE,DL,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
2140,55911,7,90,TRUE,DC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0
2141,55896,7,90,TRUE,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,4,0,11,0,0,0,0,0,0
2142,55881,7,90,TRUE,DMC,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,2,3,1,0,0,0,0,0,0,0,0
2143,55866,7,90,TRUE,DC,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,6,0,0,0,0,0,0
2144,55851,7,90,TRUE,MC,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2145,55836,7,90,TRUE,DC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,6,0,6,0,0,0,0,0,0
2146,55821,7,90,TRUE,DL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0
2147,55806,7,90,TRUE,DMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,3,0,0,0,0,0,0
2148,55791,7,90,TRUE,DR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,0,2,0,0,0,0,0,0
2149,55776,7,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,2,0
2150,55761,7,45,TRUE,FW,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0
2151,55746,7,78,TRUE,MC,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0
2152,55716,7,90,TRUE,DC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,4,1,7,0,0,0,0,0,0
2153,55701,7,87,TRUE,AMR,1,0,0,1,1,0,2,0,1,1,2,0,1,0,0,3,0,2,1,1,0,0,0,0,0,0,0,0
2154,55686,7,90,TRUE,DMC,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,4,5,2,0,1,0,0,0,0,0,0
2155,55671,7,74,TRUE,DC,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2156,55656,7,3,FALSE,Sub,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2157,55641,7,90,TRUE,ML,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2158,55626,7,90,TRUE,AML,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2159,55611,7,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,4,0
2160,55596,7,90,TRUE,MC,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0
2161,55581,7,90,TRUE,AML,0,0,0,2,1,0,3,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2162,55566,7,90,TRUE,DR,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,6,1,5,0,0,0,0,0,0
2163,55551,7,90,TRUE,DC,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0
2164,55536,7,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0
2165,55521,7,90,TRUE,DR,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2166,55506,7,74,TRUE,AML,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0
2167,55491,7,89,TRUE,MR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,3,0,0,0,0,0,0
2168,55476,7,90,TRUE,MC,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0
2169,55461,7,90,TRUE,DR,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,1,0,5,0,0,0,0,0,0
2170,55446,7,85,TRUE,DMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0
2171,55431,7,90,TRUE,DMC,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,4,2,4,0,0,0,0,0,0,0,0
2172,55416,7,90,TRUE,DL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0
2173,55401,7,90,TRUE,AMC,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2174,55386,7,45,TRUE,FW,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,55371,7,90,TRUE,AMC,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0
2176,55356,7,29,FALSE,Sub,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2177,55341,7,90,TRUE,AML,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2178,55326,7,90,TRUE,DMC,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0
2179,55311,7,61,TRUE,DMC,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,5,4,2,0,2,0,0,0,0,0,0
2180,55296,7,90,TRUE,DL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0
2181,55281,7,77,TRUE,DMC,0,1,0,1,0,0,3,0,0,0,1,0,1,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0
2182,55266,7,28,FALSE,Sub,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2183,55251,7,90,TRUE,DC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,10,0,0,0,0,0,0
2184,55236,7,21,FALSE,Sub,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,55221,7,90,TRUE,MR,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2186,55206,7,90,TRUE,DC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,2,4,9,0,0,0,0,0,0
2187,55191,7,82,TRUE,MC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,3,0,0,0,0,0,0
2188,55176,7,18,FALSE,Sub,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2189,55161,7,90,TRUE,MC,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0
2190,55146,7,90,TRUE,DL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2191,55131,7,90,TRUE,DMC,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,5,3,2,0,0,0,0,0,0,0
2192,55116,7,90,TRUE,DR,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,7,1,0,2,0,0,0,0,0,0
2193,55101,7,90,TRUE,DC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,1,1,8,0,0,0,0,0,0
2194,55086,7,69,TRUE,DMC,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,4,2,1,0,1,0,0,0,0,0,0
2195,55071,7,90,TRUE,MC,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2196,55056,7,90,TRUE,DR,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,8,0,0,0,0,0,0
2197,55041,7,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0
2198,55026,7,90,TRUE,MR,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
2199,55011,7,90,TRUE,DMC,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,4,1,1,5,0,0,0,0,0,0
2200,54996,7,90,TRUE,DL,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0
2201,54981,7,90,TRUE,GK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0
2202,54966,7,62,TRUE,AMC,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2203,54951,7,86,TRUE,AMR,1,0,0,2,4,0,4,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
2204,54936,7,90,TRUE,DC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,4,1,1,3,0,0,0,0,0,0
2205,54921,7,90,TRUE,ML,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2206,54906,7,90,TRUE,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,5,0,0,0,0,0,0
2207,54891,7,90,TRUE,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,2,6,0,0,0,0,0,0
2208,54876,7,10,FALSE,Sub,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,54861,7,90,TRUE,DL,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,2,4,7,1,8,0,0,0,0,0,0
2210,54846,7,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,3,0
2211,54831,7,90,TRUE,AMC,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2212,54816,7,90,TRUE,DC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,3,5,0,0,0,0,0,0
2213,54801,7,90,TRUE,DL,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0
2214,54786,7,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0
2215,54771,7,13,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,54756,7,90,TRUE,AMR,0,0,0,1,2,0,2,0,0,0,1,0,1,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0
2217,54741,7,64,TRUE,FW,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,2,0,0,0,0,0,0
2218,54726,7,90,TRUE,AMR,0,0,0,2,1,0,1,0,0,0,2,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0
2219,54711,7,90,TRUE,DC,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,2,5,0,11,0,0,0,0,0,0
2220,54696,7,90,TRUE,AML,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,3,3,2,1,2,0,0,0,0,0,0
2221,54681,7,90,TRUE,MC,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,0,0,0,0,0,0
2222,54666,7,90,TRUE,FW,2,0,0,3,2,2,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
2223,54651,7,64,TRUE,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2224,54636,7,90,TRUE,DC,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,0,0
2225,54621,7,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0
2226,54606,7,90,TRUE,FW,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2227,54591,7,90,TRUE,FW,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,11,1,0,0,0,0,0,0,0
2228,54576,7,90,TRUE,MC,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0
2229,54561,7,90,TRUE,DL,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0
2230,54546,7,75,TRUE,DR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,1,1,1,3,0,0,0,0,0,0
2231,54531,7,90,TRUE,DC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,3,0,0,0,0,0,0
2232,54516,7,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0
2233,54501,7,89,TRUE,FW,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
2234,54486,7,90,TRUE,DMC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,2,0,3,0,0,0,0,0,0
2235,54471,7,90,TRUE,AMC,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2236,54456,7,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
2237,54441,7,90,TRUE,FW,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,6,0,5,0,0,0,0,0,0
2238,54426,7,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,4,5,0
2239,54411,7,90,TRUE,MR,0,0,0,1,1,0,3,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0
2240,54396,7,90,TRUE,MC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2241,54381,7,90,TRUE,DR,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,1,3,0,2,0,0,0,0,0,0
2242,54366,7,90,TRUE,FW,1,0,0,3,1,0,1,0,0,0,0,0,1,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0
2243,54351,7,90,TRUE,DC,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,12,0,0,0,0,0,0
2244,54336,7,90,TRUE,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,9,0,0,0,0,0,0
2245,54321,7,90,TRUE,AMR,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2246,61161,8,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,61056,8,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,61041,8,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,60996,8,90,TRUE,DC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2250,60771,8,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,60756,8,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,60696,8,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,60666,8,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,60636,8,90,TRUE,DR,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,3,0,2,0,2,0,0,0,0,0,0
2255,60606,8,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,60546,8,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,60501,8,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,60351,8,53,TRUE,DL,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0
2259,60261,8,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,60231,8,66,FALSE,Sub,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,2,0,5,0,0,0,0,0,0
2261,60186,8,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,60126,8,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,60096,8,66,TRUE,DMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0
2264,60066,8,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,60051,8,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
